-395	949	632	991
113	-612	304	639
346	-466	716	245
-598	-293	661	466
9	-530	592	-51
619	-781	894	-22
-672	805	866	994
-201	73	748	105
54	-202	953	556
542	869	580	870
819	-429	823	963
-18	542	510	596
108	-832	463	597
-75	-617	224	968
-694	892	-675	913
-74	-68	776	128
591	-514	615	-424
-94	921	491	995
-494	-84	801	996
371	-903	847	671
592	-735	604	177
-470	242	980	975
-350	-197	-293	918
-931	-316	566	299
242	-999	611	-477
-676	-180	-161	728
-903	-232	325	557
-731	-199	-682	18
32	78	645	378
-53	574	955	942
304	-480	443	-10
843	482	933	587
499	426	858	466
-78	-844	544	-80
716	323	995	573
724	35	837	137
-537	585	879	716
-156	907	154	976
432	-217	696	-153
554	-864	651	72
-287	-655	915	962
-491	-740	319	-359
-20	-725	155	-423
-899	-499	859	216
-201	293	613	699
928	-142	935	0
686	-413	691	449
-576	977	745	989
781	880	785	886
692	-979	852	282
957	-487	973	126
-61	-287	862	995
519	947	647	969
-250	-157	3	585
-627	22	876	467
639	-225	812	342
-595	63	-100	849
-46	410	906	583
813	-284	823	-23
-364	815	983	924
-525	936	-115	951
-806	996	950	998
-697	-813	-449	764
746	-9	866	732
97	53	876	229
238	839	814	970
916	568	935	749
-46	519	537	624
961	640	976	691
-887	874	46	944
-99	-686	379	-476
31	622	174	710
68	646	726	801
-182	710	-167	971
-180	358	-69	899
-817	272	322	988
-573	660	170	797
-679	296	671	857
-303	721	-101	803
-929	-674	-19	-393
-608	-486	-401	324
788	-14	873	134
-455	630	-85	639
855	-711	1000	-156
-98	-833	414	361
393	-65	488	609
436	904	593	976
-910	-911	734	514
-681	401	-395	434
142	285	619	489
-476	366	798	625
628	793	948	967
538	-96	554	310
-532	-500	563	655
459	-525	800	621
443	828	785	943
-53	68	928	366
-12	-370	114	-234
191	894	754	981
574	307	726	848
-685	938	-204	976
429	-255	507	171
54	-113	904	-112
999	565	1000	614
-913	365	408	429
605	-41	937	588
-870	729	-115	893
51	926	238	959
-559	-338	-320	-89
995	-1	998	445
-242	660	419	676
-499	-295	562	455
-532	-441	527	261
-453	660	6	832
506	460	714	509
-307	-321	-114	501
-776	-249	-91	90
-554	871	606	912
-549	-627	-134	14
-897	-266	-514	120
925	-488	985	15
-333	970	243	980
-870	-887	-821	617
445	481	567	711
635	-449	726	987
35	101	726	441
-572	-600	137	940
534	-979	939	-644
578	247	972	618
-227	985	766	997
-268	-500	785	956
-897	714	783	874
678	-783	736	537
-689	-216	858	-193
747	-750	781	826
-967	120	-33	335
-426	618	-229	835
225	362	502	963
-38	-363	210	-207
159	-491	835	-108
-922	903	7	925
630	-49	982	158
-860	-256	-239	624
471	349	639	897
-234	-559	644	900
-545	-533	-282	899
888	969	945	970
760	394	997	564
71	18	568	762
-283	71	-146	126
496	592	664	786
-603	432	-437	839
437	913	733	974
-84	-717	-60	494
-681	-987	737	-765
223	173	327	716
132	-634	989	418
-894	159	459	471
631	-966	671	-904
-679	124	-106	886
530	128	836	290
-160	617	774	784
-614	-56	738	126
-142	-315	-45	295
358	878	720	966
926	-433	982	459
647	-906	803	773
878	-400	944	993
911	-845	952	-124
227	719	308	825
533	-938	993	-97
304	-857	461	506
831	-773	840	780
-38	74	199	85
595	-373	737	-78
752	671	943	912
-321	742	150	754
856	987	924	993
-48	163	126	186
-840	363	195	960
191	178	519	321
934	-703	994	974
-338	756	513	842
460	304	997	658
-309	628	-186	720
497	358	769	719
-948	-433	137	586
-827	-126	588	998
205	-849	333	802
372	530	794	765
77	-585	802	743
-465	-503	721	644
-431	714	845	756
245	-527	545	306
924	-14	966	67
95	133	400	169
50	-512	275	548
-743	-606	189	-374
-568	-953	-148	-855
-993	-664	861	229
500	216	591	778
-376	646	-127	704
-587	-930	-571	-426
-548	54	469	532
-83	878	764	998
-754	-176	-525	532
-525	175	430	618
-276	446	-96	737
771	-250	966	638
-547	987	576	996
313	-832	783	-759
401	145	937	747
-331	584	-291	743
-129	-53	583	390
-38	893	690	980
-947	857	708	931
-188	354	231	708
395	373	875	868
723	416	872	537
477	936	701	996
526	-604	608	531
377	37	432	728
674	421	923	634
-176	734	966	805
-37	-109	651	386
643	798	809	864
-377	881	569	932
618	-641	713	-496
577	669	942	812
647	-938	793	217
-890	-762	-473	743
-133	749	133	782
242	946	627	982
-731	-784	-495	189
631	265	951	471
-824	-282	-381	361
19	-475	106	-143
-46	-105	898	311
-837	-91	579	877
138	-746	746	600
907	116	931	674
808	558	897	688
339	164	669	720
154	-22	495	233
-606	-322	-516	787
484	-690	954	503
-402	870	-99	1000
-711	114	-670	515
-176	-489	166	416
322	739	562	872
899	-306	957	506
-912	-975	-529	-458
-454	15	924	684
-379	-49	288	874
-47	887	175	947
192	-387	631	682
240	-799	859	-45
348	-684	810	-54
65	983	104	990
440	-650	886	766
231	36	967	569
-105	998	551	1000
-419	650	8	824
-76	350	400	659
172	-776	232	994
-893	371	65	506
980	77	992	746
364	827	959	901
117	897	755	998
-41	577	879	839
-869	-663	-637	-564
365	336	904	978
-70	-224	554	432
660	-361	721	264
938	-709	987	784
738	651	758	838
220	627	728	755
-394	148	803	820
831	-616	935	972
-89	-930	274	259
288	-305	426	275
463	857	950	897
555	-314	864	153
243	930	607	957
-539	348	224	597
942	602	956	605
-50	316	50	658
650	-578	716	-125
-138	672	204	953
613	966	677	996
-925	-99	857	209
692	399	969	943
910	394	931	637
826	-218	836	653
228	-420	295	288
485	-279	503	167
357	-63	783	265
953	-701	963	306
-897	828	-480	893
424	900	747	976
-900	-894	328	-806
-588	391	-144	780
576	320	692	603
-671	-486	-597	901
-320	309	-189	890
-63	-324	939	961
-455	580	463	651
-993	837	-232	927
771	-588	831	391
-526	-992	910	-116
-62	569	800	597
573	528	826	810
-344	-202	-53	334
-532	642	644	709
-925	-787	569	-513
62	-117	627	396
900	244	940	396
-153	-698	862	-61
-242	-994	-219	-415
167	-317	504	-245
-616	-654	-361	438
-506	709	-125	909
-187	-189	749	502
-640	651	660	916
880	582	939	830
-641	410	-463	531
-425	-783	-298	305
232	-49	254	168
-553	-514	409	324
-959	-288	-582	70
960	516	986	873
752	801	968	829
-389	935	124	936
-837	245	-458	416
-623	-955	1	-494
277	371	385	875
-535	-813	378	182
922	-627	995	474
386	-846	425	495
321	998	536	1000
-783	599	299	814
551	251	680	832
-791	-778	656	-115
561	756	947	769
107	880	562	993
-733	-903	426	258
-160	248	812	975
-449	-798	30	-160
-763	-12	-513	31
-293	60	254	831
796	-902	932	-323
336	920	624	980
-107	966	337	969
-929	580	399	632
396	-193	507	789
669	912	975	974
-662	75	889	92
993	-190	1000	584
-135	-317	882	182
-789	122	751	175
440	974	690	1000
260	962	640	975
-959	-545	588	-480
-865	-576	-425	912
-969	-295	-310	682
526	316	925	533
244	7	541	979
-710	-530	706	636
689	709	796	718
-958	343	-23	404
401	666	598	831
533	-576	959	449
85	53	105	369
792	51	806	906
639	253	764	482
-942	313	983	596
273	-878	461	-117
-389	276	-108	696
-709	412	636	699
-798	587	125	950
-885	-699	584	690
609	962	648	992
647	497	669	664
-596	-553	-177	256
-18	90	471	279
-487	972	571	988
119	-726	818	378
56	-441	950	-294
-834	914	517	946
-370	373	603	746
549	-303	565	362
-673	-196	915	121
860	-650	956	724
-755	-533	-121	553
-492	-611	-447	407
-1000	-298	-58	467
-384	848	-22	990
462	790	624	889
-649	150	755	607
-765	448	-632	811
-495	-302	648	151
-594	538	-36	982
362	502	714	858
554	150	746	342
793	-144	918	-89
398	785	541	889
262	-400	854	163
-346	-741	-78	200
981	9	996	340
-319	651	83	974
-438	-282	695	233
803	-90	832	929
-253	722	265	938
109	-389	437	196
-36	-227	262	374
-579	-559	-99	-491
-367	547	435	772
-588	222	879	670
444	827	592	972
-855	-889	-467	-92
215	69	263	902
258	798	476	985
-341	379	-141	821
92	249	472	411
-14	595	953	788
817	-985	858	742
-867	-246	39	-161
-582	926	872	988
-405	429	911	665
436	-819	719	-452
-439	557	570	680
794	935	947	980
727	-264	892	-183
515	39	584	493
515	200	772	978
658	-465	942	478
297	-763	697	169
-287	-454	806	-345
331	183	920	844
-117	-938	909	443
131	247	443	322
-355	-92	-326	686
501	983	836	993
945	235	957	689
-952	59	231	903
652	-318	894	500
263	-140	831	668
469	-693	754	95
626	917	783	986
-25	-725	445	-221
-160	-820	122	728
-736	334	-1	651
-239	719	525	884
213	753	516	914
767	611	775	627
-166	965	434	979
-817	-55	510	416
-501	-576	-384	139
-625	147	-253	930
726	-363	785	662
-246	-751	-76	-442
-561	-646	532	824
921	789	961	983
632	-695	715	443
649	177	926	270
-550	124	794	743
168	-154	210	908
45	-684	510	-26
225	-151	515	222
109	105	471	562
-606	-551	-360	-363
-142	-36	867	652
7	112	832	486
-180	926	812	939
9	388	284	843
-230	-340	177	854
216	-265	437	194
101	-543	125	576
-523	2	-390	526
-816	697	101	837
-195	-111	692	186
-384	142	527	793
-564	-661	-199	547
525	-302	846	-295
912	-223	932	178
-98	-949	463	448
-626	-979	920	-510
75	16	842	974
541	-19	944	80
-583	-955	-473	-361
634	810	843	894
74	533	739	850
-584	-789	331	827
388	-870	642	128
-570	-628	-225	-241
606	353	817	655
219	-870	580	-182
-903	882	-200	930
177	493	743	588
-21	93	583	649
216	-53	260	498
-910	859	725	995
15	781	589	984
312	797	793	919
-860	-551	-814	714
161	-406	899	465
585	-123	802	443
-521	622	286	687
-748	346	600	627
-608	235	706	322
393	-610	695	-128
697	-582	926	-362
680	912	710	980
495	390	883	910
-906	469	647	936
455	-877	852	579
841	335	851	976
578	-822	596	827
280	-426	335	28
637	238	828	718
474	417	656	448
167	-711	424	-639
907	-500	966	-457
683	299	992	495
199	-363	687	408
-207	-814	665	533
-498	656	-423	684
-159	673	142	792
-760	-648	594	376
-87	-391	422	910
-533	972	-445	998
-379	245	171	559
580	-328	754	972
-214	293	556	737
-443	-174	-169	841
-671	239	-493	293
-642	427	850	959
-665	-968	14	-552
366	-296	795	426
-117	-857	6	-396
-889	177	781	465
125	-122	353	576
-183	-659	510	-506
2	-393	939	162
-970	-246	-466	174
-317	-88	-224	721
576	945	700	985
715	-428	954	699
-54	-16	490	753
568	391	862	862
-146	-372	827	520
560	689	634	891
-230	821	391	882
-868	-679	402	222
-902	424	52	586
-269	95	-201	572
-44	-145	125	523
-11	-655	74	162
212	-662	677	-224
865	924	953	993
1	-465	69	904
256	-745	488	-7
-847	883	-210	993
762	-925	818	-524
-41	-349	185	-274
-477	-986	-419	-585
-96	-168	-83	485
-855	-707	400	-412
-31	-906	638	1
-516	619	679	998
-20	962	505	980
-945	59	560	68
-424	936	811	955
-416	879	-66	880
-794	94	818	216
-490	-844	-120	850
-472	-897	26	510
-246	-35	589	206
933	979	960	983
-304	327	856	763
233	-182	833	-14
203	84	991	501
999	-581	1000	-200
-721	375	675	984
-269	-662	753	-172
-391	886	42	902
959	133	960	761
-674	-757	698	-348
-22	362	704	378
-431	-823	866	-618
-705	718	59	942
-327	-936	692	-188
478	-72	861	906
982	-610	985	-53
670	478	720	832
928	242	974	264
-634	-633	-202	297
-938	176	-611	967
167	34	404	69
923	216	975	610
-805	806	-611	888
-585	308	-203	495
-37	-372	752	214
-357	-674	-255	843
-185	-146	631	41
-395	-99	592	882
474	290	787	911
404	-955	670	-287
578	-660	580	602
195	192	733	345
131	495	592	800
804	795	806	853
764	667	854	887
248	-518	809	764
-554	-285	301	114
-108	84	629	562
-727	18	786	835
-306	831	-289	929
-521	-646	-105	317
-605	-289	209	441
502	-438	885	556
-30	-121	288	482
-952	173	273	423
-699	-902	687	-136
-872	-159	-777	50
-842	-70	-463	883
11	27	469	282
491	221	796	602
-21	-693	995	211
291	-814	494	290
-158	-223	855	723
-43	-833	538	346
-227	411	235	961
-408	640	537	775
960	-247	969	655
-785	386	-220	406
41	229	128	697
-31	-920	604	304
703	-653	794	488
763	-556	781	-8
-474	469	-46	518
-153	-997	447	951
227	843	871	865
-223	326	-11	411
747	-124	784	736
-233	-578	52	113
-64	-254	-58	568
452	248	747	558
-115	74	803	662
310	520	924	842
-783	-298	-201	673
-556	-141	954	362
-464	-868	10	813
-335	405	835	610
434	431	843	482
-666	-668	933	821
598	-644	785	3
-281	339	-98	950
-168	240	466	881
-940	253	42	741
331	-880	983	-282
-32	-62	538	673
879	961	920	970
-331	763	566	893
746	-407	956	410
-434	677	224	930
665	394	746	804
469	-528	802	806
469	-487	687	-218
-137	277	426	846
-220	593	294	682
-189	111	930	116
20	7	224	369
731	-28	845	539
162	964	489	966
-84	18	958	129
464	203	867	217
646	-696	756	-127
-211	844	604	886
658	38	812	195
775	-208	937	728
-697	462	467	583
669	-471	725	945
651	795	680	936
692	871	696	961
-116	163	868	736
850	14	901	150
-77	-695	975	849
518	-685	578	-492
-846	853	-306	959
434	359	827	749
838	706	925	955
-240	-537	707	121
-718	-184	-652	182
649	-72	667	435
692	101	853	424
-45	440	29	802
529	275	686	610
666	479	744	827
-833	761	-117	952
-176	-588	-53	-165
993	790	995	863
-980	-806	-856	590
-424	-720	-136	-712
-792	694	984	835
-850	839	45	850
354	-620	720	453
326	-863	708	458
232	-238	941	873
82	-320	756	-234
-698	-271	519	-96
583	549	655	978
-197	237	-91	646
505	203	874	217
-265	-812	679	-82
383	-357	615	451
-466	939	-460	960
-541	954	839	999
-263	-739	10	109
-895	-127	204	472
653	-986	726	-201
317	-723	812	581
234	-544	856	-81
306	688	944	736
-119	498	460	924
-1	34	772	874
-508	574	825	952
737	874	748	905
308	-610	429	-382
-745	-687	-83	692
12	-840	579	-584
-932	3	-256	397
502	-513	684	-231
-165	-166	-159	575
297	706	957	782
787	686	938	940
-465	-216	-268	668
-989	-653	-885	-189
-786	821	218	908
-467	708	-181	976
915	-613	992	792
882	-739	924	-503
-681	374	194	744
-417	768	624	991
-765	314	433	483
-589	-596	508	-122
279	669	300	873
215	-912	598	-695
-144	882	284	998
-108	-851	764	-821
-299	-3	106	246
155	483	685	970
-500	705	659	756
-718	33	722	679
774	-81	851	835
-114	614	477	776
596	-416	941	920
989	204	997	924
966	410	974	941
-114	751	943	808
-632	518	-223	790
807	689	988	919
-510	-92	226	733
124	435	416	838
487	55	663	110
681	-637	711	395
-605	-256	796	889
-605	-723	807	562
-268	-224	877	149
-695	619	958	813
696	-208	788	-81
-324	332	344	933
-774	-120	179	79
521	853	786	909
535	633	790	749
208	314	499	399
40	-458	190	431
-354	-551	-151	474
-3	789	262	880
-78	-946	226	26
-366	-52	751	133
39	-933	651	-233
576	-182	977	709
-643	57	846	64
266	406	430	417
-264	-621	-15	-515
131	-619	807	56
-838	-770	-638	-58
112	392	808	438
-898	625	712	644
-238	761	620	965
-754	-741	146	463
-979	392	-48	966
-427	567	-6	682
743	309	871	749
-825	-734	-45	211
-779	649	-760	798
218	-291	753	886
-916	-406	-327	-88
-262	237	951	633
-740	-943	-665	229
261	263	757	844
-107	458	662	571
91	-624	390	-109
-221	-516	-179	-128
-904	-683	-816	-566
907	824	976	963
911	-946	968	296
-712	856	-676	882
819	-656	955	-439
-650	-663	733	693
157	945	175	949
-115	305	530	828
308	-636	950	-273
377	555	870	689
-610	-186	-570	-123
-113	920	202	975
108	464	527	651
36	-187	425	441
-185	953	529	959
851	266	977	345
-325	165	416	859
894	-877	937	-113
-276	561	871	738
175	86	930	959
509	388	802	717
860	374	905	824
815	911	964	928
819	-773	873	-3
-811	-933	568	-211
-713	-9	538	634
810	691	975	792
-901	-711	-87	807
505	-736	914	877
-378	277	751	943
780	-67	919	321
-228	214	48	371
692	53	930	81
990	838	991	878
-669	39	24	640
626	-550	790	968
860	-648	887	-73
-618	-921	485	-813
-330	728	163	747
535	603	859	769
-237	-420	92	232
-709	-384	-128	485
360	758	443	847
-485	898	179	977
144	961	734	976
128	-800	186	-44
-664	-454	825	-378
-137	60	315	628
-605	-782	-24	861
-740	141	474	764
-930	548	265	912
-776	187	165	731
35	-897	151	8
684	-637	844	-472
383	-153	869	609
380	-418	595	520
146	747	379	777
569	911	643	914
928	-711	942	942
757	-564	912	-219
-762	793	-252	984
801	979	869	992
383	330	612	564
812	582	925	764
158	-479	582	80
201	686	583	938
528	-512	649	375
-122	-633	-8	-525
-883	-909	352	604
-174	-755	806	526
-383	826	-160	954
-811	864	-465	882
-840	806	273	822
926	-540	987	993
-520	-643	307	48
-542	-72	-316	615
339	500	618	650
-284	-560	419	-207
-883	404	478	939
-344	210	422	558
-36	192	307	618
-441	-939	643	-365
664	-505	881	904
141	465	589	635
180	575	479	679
-935	-117	-771	581
-757	504	532	675
640	51	783	854
-715	-45	727	525
-186	174	973	782
-657	135	562	788
516	-15	777	495
571	-899	686	528
736	-56	794	849
-874	-637	640	-505
546	826	729	965
443	705	508	990
-956	-680	-596	-575
48	-858	709	751
-76	-830	990	11
886	477	916	674
-697	166	-687	197
-1	-40	877	87
-67	67	900	912
-341	-195	314	975
-297	-100	951	956
-88	453	828	795
25	-247	742	920
308	851	471	963
957	-812	992	495
-303	-680	378	708
39	103	895	655
810	-264	862	-235
508	630	885	797
208	685	600	733
-720	-28	-586	363
109	47	852	317
654	201	899	256
-563	-444	78	391
65	-409	419	-227
193	-26	350	526
711	639	783	743
-630	929	-620	982
209	-62	240	272
-936	644	330	691
-987	418	-226	846
-471	681	714	856
51	-570	896	554
-977	-158	-910	470
-631	-5	293	128
-776	-49	-641	915
-899	934	-370	968
849	483	971	918
678	-145	947	680
-28	-74	812	61
921	-240	977	59
-35	876	105	930
216	654	590	980
101	648	143	985
222	-530	242	-423
-521	-931	-126	-428
-697	-824	-75	697
-18	-390	575	-359
479	-138	525	555
-205	-4	300	0
605	74	705	429
662	388	952	846
-927	-179	460	188
955	822	998	914
-108	-737	222	-491
-314	440	-255	551
-590	689	458	744
551	-893	690	-690
-995	-78	-32	157
-516	-181	600	936
872	609	992	836
-212	-959	408	428
-528	553	-75	750
153	431	744	556
802	319	861	826
69	539	336	671
-191	-324	506	163
-988	-332	-888	-181
-596	-471	861	877
-483	285	-160	934
634	331	690	658
468	881	531	987
-528	688	295	818
-269	642	476	696
988	-716	996	771
229	-354	264	394
-437	-947	314	-504
-41	471	351	628
-558	-922	-213	-884
-76	-139	-44	789
-804	679	188	698
-4	611	963	896
-154	-243	280	243
-208	-837	-24	-188
-46	-520	139	274
319	-617	380	889
-23	-573	602	167
-418	222	270	772
192	146	611	870
187	-995	595	-299
-221	626	239	857
893	-845	953	-354
567	-107	818	196
-969	-668	801	381
-825	-198	-672	653
-762	-14	477	977
602	756	735	849
95	718	566	903
-306	16	776	266
458	73	524	750
-213	33	784	381
324	190	565	366
816	-158	942	-134
188	-33	280	303
-783	-431	932	132
-315	-697	612	422
628	711	869	783
475	467	957	540
433	-206	925	732
292	901	915	929
403	-693	854	824
-105	531	44	853
-724	-101	874	536
-352	-271	24	-92
-170	221	-37	617
-175	-923	678	-316
429	-457	562	950
-114	978	670	997
762	633	930	917
-15	450	581	667
-863	105	-686	419
812	84	910	176
858	351	904	438
84	753	371	812
-739	549	140	878
621	-244	883	-218
-427	-5	359	751
895	-965	997	-404
923	-781	994	802
107	-27	959	411
-591	-543	-203	808
429	809	574	899
-216	-80	824	630
-745	-290	-160	867
23	-914	501	267
980	-968	999	108
242	-324	920	917
-315	-580	-139	694
435	110	684	877
-752	-578	-716	-499
183	-552	559	61
-57	688	535	913
196	-118	211	166
-805	609	-348	911
816	29	920	122
694	314	988	810
894	-250	897	3
-272	-306	198	468
-640	-83	494	790
359	-29	788	270
-286	-974	-74	806
327	750	859	873
762	705	982	985
381	848	530	977
-578	6	443	59
-462	-115	156	687
639	-179	700	550
432	825	459	940
-616	-311	-489	834
172	755	270	918
780	-892	872	-652
646	512	889	549
-159	-397	690	416
-435	-441	518	52
-233	-281	901	335
-790	-264	955	58
985	195	997	263
-827	-234	-127	480
79	710	579	909
-831	341	-229	572
-9	746	644	960
-266	951	-40	975
-530	-122	215	585
-630	-734	-136	-552
-942	-119	686	370
-162	185	-108	450
724	-274	877	881
431	114	870	408
59	876	384	972
496	-532	957	300
-788	372	-392	639
-309	626	202	766
862	513	983	682
56	221	93	964
-659	-513	640	816
-641	590	895	724
-428	811	-402	815
-525	637	-336	919
104	736	471	786
921	310	976	318
-382	276	-161	984
-48	-931	887	783
-798	888	-169	956
-972	796	-430	877
889	-270	972	159
899	-949	998	-782
-837	125	370	463
-375	97	648	399
-507	707	-404	717
-280	-206	235	-18
381	-717	699	504
450	303	907	349
-552	-497	841	698
-406	624	415	989
239	422	737	888
-965	-384	268	-89
386	-548	690	-484
-937	-880	752	-337
-354	346	281	801
-603	-464	700	342
213	-893	369	-293
135	-439	186	975
-564	-952	96	762
-95	-944	807	953
-629	623	-193	652
318	-202	772	984
-525	-357	-161	170
484	35	737	370
-47	-101	-7	-65
678	-908	692	460
593	-265	904	-197
-811	203	-21	279
-68	786	507	907
-496	-42	985	851
233	405	453	922
374	-811	751	-757
-371	-91	-356	904
-480	116	-467	141
-158	-210	988	316
-140	-686	659	708
108	25	580	614
-462	699	524	701
-798	365	245	763
70	-816	525	-690
-470	836	742	934
-567	349	501	888
623	904	761	957
195	371	532	640
-992	-183	-854	-130
-146	-103	220	730
268	829	995	966
774	21	941	344
193	281	438	931
427	-512	731	-383
909	399	946	863
862	711	931	733
501	318	559	532
-307	-729	-98	433
227	-714	636	753
644	473	899	682
-649	-620	-638	841
864	459	917	764
597	405	677	981
966	-972	976	-225
552	278	956	987
-648	629	-437	842
133	-176	282	878
317	-26	807	769
-665	463	74	916
-517	684	714	788
-148	236	750	541
55	-150	871	741
-632	-646	-474	141
-321	-41	-179	740
-817	131	923	386
403	-214	808	639
615	-220	817	883
-512	551	243	602
-256	-336	109	781
450	-73	729	422
321	-163	971	155
424	-821	822	-634
91	64	444	973
-555	-374	-369	861
-576	753	883	940
817	-44	964	-2
-144	277	179	367
-661	623	488	672
387	875	781	936
-895	72	2	594
991	800	1000	917
-933	96	-899	183
-68	361	642	592
468	-226	580	475
-69	906	-67	990
-490	69	527	507
672	35	861	237
-18	710	94	903
-433	-715	-100	798
412	-99	679	568
